Year,Toy #,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
2024,HTB77,,,,,,,,,
2024,HTD73,,,,,,,,,
2024,HTB92,,,,,,,,,
2024,HTF37,,,,,,,,,
2024,HTC06,,,,,,,,,
2024,HTD93,,,,,,,,,
2024,HTC35,,,,,,,,,
2024,HTD76,,,,,,,,,
2024,HRY71,,,,,,,,,
2024,HTD77,,,,,,,,,
2024,HTC58,,,,,,,,,
2024,HTD79,,,,,,,,,
2024,HRY73,,,,,,,,,
2024,HTD94,,,,,,,,,
2024,HTF23,,,,,,,,,
2024,HTB19,,,,,,,,,
2024,HTD84,,,,,,,,,
2024,HTB40,,,,,,,,,
2024,HTD86,,,,,,,,,
2024,HTB47,,,,,,,,,
2024,HTD87,,,,,,,,,
2024,HTB78,,,,,,,,,
2024,HTD90,,,,,,,,,
2024,HRY82,,,,,,,,,
2024,HTD91,,,,,,,,,
2024,HTB85,,,,,,,,,
2024,HTF65,,,,,,,,,
2024,HTD92,,,,,,,,,
2024,HRY75,,,,,,,,,
2024,HTC11,,,,,,,,,
2024,HRY79,,,,,,,,,
2024,HTF11,,,,,,,,,
2024,HTC45,,,,,,,,,
2024,HTF38,,,,,,,,,
2024,HTC46,,,,,,,,,
2024,HTD97,,,,,,,,,
2024,HTF69,,,,,,,,,
2024,HTC59,,,,,,,,,
2024,HTD98,,,,,,,,,
2024,HRY70,,,,,,,,,
2024,HTB01,,,,,,,,,
2024,HTB03,,,,,,,,,
2024,HTF01,,,,,,,,,
2024,HTB04,,,,,,,,,
2024,HTF53,,,,,,,,,
2024,HTF02,,,,,,,,,
2024,HTB20,,,,,,,,,
2024,HTF04,,,,,,,,,
2024,HTB23,,,,,,,,,
2024,HTB24,,,,,,,,,
2024,HTF54,,,,,,,,,
2024,HTF05,,,,,,,,,
2024,HTB25,,,,,,,,,
2024,HTF06,,,,,,,,,
2024,HYY25,,,,,,,,,
2024,HTB39,,,,,,,,,
2024,HTB53,,,,,,,,,
2024,HTB93,,,,,,,,,
2024,HTF24,,,,,,,,,
2024,HTC21,,,,,,,,,
2024,HTF07,,,,,,,,,
2024,HTC22,,,,,,,,,
2024,HTF08,,,,,,,,,
2024,HTB35,,,,,,,,,
2024,HTF09,,,,,,,,,
2024,HRY84,,,,,,,,,
2024,HRY76,,,,,,,,,
2024,HTD99,,,,,,,,,
2024,HRY74,,,,,,,,,
2024,HTF12,,,,,,,,,
2024,HRY62,,,,,,,,,
2024,HTD43,,,,,,,,,
2024,HTC65,,,,,,,,,
2024,HTC66,,,,,,,,,
2024,HRY66,,,,,,,,,
2024,HTB05,,,,,,,,,
2024,HTB06,,,,,,,,,
2024,HTF82,,,,,,,,,
2024,HRY78,,,,,,,,,
2024,HTB26,,,,,,,,,
2024,HTB27,,,,,,,,,
2024,HTF83,,,,,,,,,
2024,HTB41,,,,,,,,,
2024,HTF84,,,,,,,,,
2024,HTF25,,,,,,,,,
2024,HTB88,,,,,,,,,
2024,HTB94,,,,,,,,,
2024,HRY77,,,,,,,,,
2024,HTC23,,,,,,,,,
2024,HTF55,,,,,,,,,
2024,HRY83,,,,,,,,,
2024,HTC60,,,,,,,,,
2024,HTF40,,,,,,,,,
2024,HTC67,,,,,,,,,
2024,HTC68,,,,,,,,,
2024,HRY58,,,,,,,,,
2024,HTB07,,,,,,,,,
2024,HTB08,,,,,,,,,
2024,HTF41,,,,,,,,,
2024,HTB28,,,,,,,,,
2024,HRY85,,,,,,,,,
2024,HTB48,,,,,,,,,
2024,HTB54,,,,,,,,,
2024,HTF26,,,,,,,,,
2024,HRY81,,,,,,,,,
2024,HTC24,,,,,,,,,
2024,HRY86,,,,,,,,,
2024,HTC69,,,,,,,,,
2024,HTF56,,,,,,,,,
2024,HTC70,,,,,,,,,
2024,HRY87,,,,,,,,,
2024,HTB29,,,,,,,,,
2024,HTF27,,,,,,,,,
2024,HRY88,,,,,,,,,
2024,HTB10,,,,,,,,,
2024,HRY57,,,,,,,,,
2024,HRY92,,,,,,,,,
2024,HTC71,,,,,,,,,
2024,HTB02,,,,,,,,,
2024,HTB87,,,,,,,,,
2024,HTF42,,,,,,,,,
2024,HTB09,,,,,,,,,
2024,HTB30,,,,,,,,,
2024,HTB31,,,,,,,,,
2024,HRY89,,,,,,,,,
2024,HTF28,,,,,,,,,
2024,HTB86,,,,,,,,,
2024,HRY91,,,,,,,,,
2024,HTC25,,,,,,,,,
2024,HTF43,,,,,,,,,
2024,HTC26,,,,,,,,,
2024,HTC27,,,,,,,,,
2024,HTC72,,,,,,,,,
2024,HTB11,,,,,,,,,
2024,HTB12,,,,,,,,,
2024,HYY23,,,,,,,,,
2024,HTF29,,,,,,,,,
2024,HTB55,,,,,,,,,
2024,HRY94,,,,,,,,,
2024,HTB95,,,,,,,,3736,3385
2024,HYY22,,,,,,,,,
2024,HTC73,,,,,,,,,
2024,HTF44,,,,,,,,,
2024,HYY24,,,,,,,,,
2024,HRY93,,,,,,,,,
2023,HKG27,,,,,,,,,
2023,HKJ94,,,,,,,,,
2023,HKG79,,,,,,,,,
2023,HKL51,,,,,,,,,
2023,HKJ59,,,,,,,,,
2023,HKG97,,,,,,,,,
2023,HKL16,,,,,,,,,
2023,HKJ72,,,,,,,,,
2023,HKG25,,,,,,,,,
2023,HKL43,,,,,,,,,
2023,HKJ77,,,,,,,,,
2023,HKH03,,,,,,,,,
2023,HKJ78,,,,,,,,,
2023,HKH07,,,,,,,,,
2023,HKH15,,,,,,,,,
2023,HKJ85,,,,,,,,,
2023,HKG24,,,,,,,,,
2023,HKJ90,,,,,,,,,
2023,HKH18,,,,,,,,,
2023,HKJ91,,,,,,,,,
2023,HKK98,,,,,,,,,
2023,HKH24,,,,,,,,,
2023,HKJ97,,,,,,,,,
2023,HKH36,,,,,,,,,
2023,HKK07,,,,,,,,,
2023,HKH37,,,,,,,,,
2023,HKL23,,,,,,,,,
2023,HKK08,,,,,,,,,
2023,HKH38,,,,,,,,,
2023,HKL44,,,,,,,,,
2023,HKK09,,,,,,,,,
2023,HKH45,,,,,,,,,
2023,HKK14,,,,,,,,,
2023,HKK15,,,,,,,,,
2023,HKH46,,,,,,,,,
2023,HKL24,,,,,,,,,
2023,HKK16,,,,,,,,,
2023,HKH85,,,,,,,,,
2023,HKL52,,,,,,,,,
2023,HKK47,,,,,,,,,
2023,HKH83,,,,,,,,,
2023,HKK48,,,,,,,,,
2023,HKK49,,,,,,,,,
2023,HKH88,,,,,,,,,
2023,HKK51,,,,,,,,,
2023,HKG23,,,,,,,,,
2023,HKL46,,,,,,,,,
2023,HKK61,,,,,,,,,
2023,HKJ10,,,,,,,,,
2023,HKK62,,,,,,,,,
2023,HKK63,,,,,,,,,
2023,HKG26,,,,,,,,,
2023,HKK71,,,,,,,,,
2023,HKJ26,,,,,,,,,
2023,HKK72,,,,,,,,,
2023,HKJ32,,,,,,,,,
2023,HKK79,,,,,,,,,
2023,HKG80,,,,,,,,,
2023,HKJ60,,,,,,,,,
2023,HKG82,,,,,,,,,
2023,HKL35,,,,,,,,,
2023,HKJ61,,,,,,,,,
2023,HKH02,,,,,,,,,
2023,HKL09,,,,,,,,,
2023,HKH01,,,,,,,,,
2023,HKL36,,,,,,,,,
2023,HKJ79,,,,,,,,,
2023,GRX17,,,,,,,,,
2023,HKH16,,,,,,,,,
2023,HKJ86,,,,,,,,,
2023,HKH19,,,,,,,,,
2023,HKJ92,,,,,,,,,
2023,HKJ49,,,,,,,,,
2023,HKH25,,,,,,,,,
2023,HKJ98,,,,,,,,,
2023,HKH41,,,,,,,,,
2023,HKL37,,,,,,,,,
2023,HKK10,,,,,,,,,
2023,HKH47,,,,,,,,,
2023,HKH48,,,,,,,,,
2023,HKK17,,,,,,,,,
2023,HKG28,,,,,,,,,
2023,HKL53,,,,,,,,,
2023,HKK20,,,,,,,,,
2023,HKH55,,,,,,,,,
2023,HKL38,,,,,,,,,
2023,HKH77,,,,,,,,,
2023,HKK38,,,,,,,,,
2023,HKG29,,,,,,,,,
2023,HKK37,,,,,,,,,
2023,HKH66,,,,,,,,,
2023,HKK27,,,,,,,,,
2023,HKH79,,,,,,,,,
2023,HKK42,,,,,,,,,
2023,HKH80,,,,,,,,,
2023,HKK43,,,,,,,,,
2023,HKK44,,,,,,,,,
2023,HKH84,,,,,,,,,
2023,HKL45,,,,,,,,,
2023,HKH89,,,,,,,,,
2023,HKK52,,,,,,,,,
2023,HKJ11,,,,,,,,,
2023,HKK64,,,,,,,,,
2023,HKL39,,,,,,,,,
2023,HKJ12,,,,,,,,,
2023,HKK65,,,,,,,,,
2023,HKJ27,,,,,,,,,
2023,HKK73,,,,,,,,,
2023,HKJ33,,,,,,,,,
2023,HKL26,,,,,,,,,
2023,HKK80,,,,,,,,,
2023,HKL06,,,,,,,,,
2023,HKG81,,,,,,,,,
2023,HKJ62,,,,,,,,,
2023,HKG86,,,,,,,,,
2023,HKJ63,,,,,,,,,
2023,HKL47,,,,,,,,,
2023,HKG91,,,,,,,,,
2023,HKJ67,,,,,,,,,
2023,HKJ68,,,,,,,,,
2023,HKG92,,,,,,,,,
2023,HKL58,,,,,,,,,
2023,HKJ69,,,,,,,,,
2023,HKG38,,,,,,,,,
2023,HKJ73,,,,,,,,,
2023,HKH05,,,,,,,,,
2023,HKL25,,,,,,,,,
2023,HKJ80,,,,,,,,,
2023,HKH11,,,,,,,,,
2023,HKG31,,,,,,,,,
2023,HKJ87,,,,,,,,,
2023,HKH20,,,,,,,,,
2023,HKJ93,,,,,,,,,
2023,HKH21,,,,,,,,,
2023,HKJ95,,,,,,,,,
2023,HKH26,,,,,,,,,
2023,HKJ99,,,,,,,,,
2023,HKH39,,,,,,,,,
2023,HKH49,,,,,,,,,
2023,HKL12,,,,,,,,,
2023,HKH50,,,,,,,,,
2023,HKK18,,,,,,,,,
2023,HKH52,,,,,,,,,
2023,HKH67,,,,,,,,,
2023,HKK28,,,,,,,,,
2023,HKG32,,,,,,,,,
2023,HKK31,,,,,,,,,
2023,HKL01,,,,,,,,,
2023,HKJ13,,,,,,,,,
2023,HKG36,,,,,,,,,
2023,HKK21,,,,,,,,,
2023,HKJ34,,,,,,,,,
2023,HKK81,,,,,,,,,
2023,HKJ36,,,,,,,,,
2023,HKK83,,,,,,,,,
2023,HKH22,,,,,,,,,
2023,HKK88,,,,,,,,,
2023,HKG83,,,,,,,,,
2023,HKG85,,,,,,,,,
2023,HKL57,,,,,,,,,
2023,HKJ64,,,,,,,,,
2023,HKG89,,,,,,,,,
2023,HKG35,,,,,,,,,
2023,HKJ81,,,,,,,,,
2023,HKH10,,,,,,,,,
2023,HKH09,,,,,,,,,
2023,HKH31,,,,,,,,,
2023,HKK01,,,,,,,,,
2023,HKH29,,,,,,,,,
2023,HKK02,,,,,,,,,
2023,HKH40,,,,,,,,,
2023,HKL54,,,,,,,,,
2023,HKH51,,,,,,,,,
2023,HKH56,,,,,,,,,
2023,HKL13,,,,,,,,,
2023,HKG33,,,,,,,,,
2023,HKK74,,,,,,,,,
2023,HKH68,,,,,,,,,
2023,HKK29,,,,,,,,,
2023,HKH74,,,,,,,,,
2023,HKK32,,,,,,,,,
2023,HKH75,,,,,,,,,
2023,HKK35,,,,,,,,,
2023,HKG34,,,,,,,,,
2023,HKK39,,,,,,,,,
2023,HKH81,,,,,,,,,
2023,HKK45,,,,,,,,,
2023,HKH86,,,,,,,,,
2023,HKK50,,,,,,,,,
2023,HKK95,,,,,,,,,
2023,HKH98,,,,,,,,,
2023,HKK57,,,,,,,,,
2023,HKJ02,,,,,,,,,
2023,HKL55,,,,,,,,,
2023,HKJ15,,,,,,,,,
2023,HKL56,,,,,,,,,
2023,HKK66,,,,,,,,,
2023,HKJ16,,,,,,,,,
2023,HKL28,,,,,,,,,
2023,HKJ29,,,,,,,,,
2023,HKK76,,,,,,,,,
2023,HKJ37,,,,,,,,,
2023,HKK84,,,,,,,,,
2023,HKJ53,,,,,,,,,
2023,HKL42,,,,,,,,,
2023,HKJ51,,,,,,,,,
2023,HKK89,,,,,,,,,
2023,HKG84,,,,,,,,,
2023,HKJ65,,,,,,,,,
2023,HKL62,,,,,,,,,
2023,HKG93,,,,,,,,,
2023,HKJ70,,,,,,,,,
2023,HKG99,,,,,,,,,
2023,HKJ74,,,,,,,,,
2023,HKG37,,,,,,,,,
2023,HKJ88,,,,,,,,,
2023,HKG39,,,,,,,,,
2023,HKJ96,,,,,,,,,
2023,HKH28,,,,,,,,,
2023,HKH32,,,,,,,,,
2023,HKK03,,,,,,,,,
2023,HKH57,,,,,,,,,
2023,HKK22,,,,,,,,,
2023,HKL31,,,,,,,,,
2023,HKH58,,,,,,,,,
2023,HKL59,,,,,,,,,
2023,HKH61,,,,,,,,,
2023,HKK26,,,,,,,,,
2023,HKL00,,,,,,,,,
2023,HKH78,,,,,,,,,
2023,HKK40,,,,,,,,,
2023,HKH82,,,,,,,,,
2023,HKK46,,,,,,,,,
2023,HKH87,,,,,,,,,
2023,HKL27,,,,,,,,,
2023,HKH91,,,,,,,,,
2023,HKK53,,,,,,,,,
2023,HKJ00,,,,,,,,,
2023,HKL61,,,,,,,,,
2023,HKK58,,,,,,,,,
2023,HKG40,,,,,,,,,
2023,HKK67,,,,,,,,,
2023,HKJ14,,,,,,,,,
2023,HKL20,,,,,,,,,
2023,HKJ28,,,,,,,,,
2023,HKK75,,,,,,,,,
2023,HKG30,,,,,,,,,
2023,HKK77,,,,,,,,,
2023,HKJ30,,,,,,,,,
2023,HKK78,,,,,,,,,
2023,HKJ35,,,,,,,,,
2023,HKK82,,,,,,,,,
2023,HKJ55,,,,,,,,,
2023,HKL63,,,,,,,,,
2023,HKH04,,,,,,,,,
2023,HKG42,,,,,,,,,
2023,HKJ82,,,,,,,,,
2023,HKH06,,,,,,,,,
2023,HKH12,,,,,,,,,
2023,HKH17,,,,,,,,,
2023,HKJ89,,,,,,,,,
2023,HKK97,,,,,,,,,
2023,HKH27,,,,,,,,,
2023,HKK00,,,,,,,,,
2023,HKH43,,,,,,,,,
2023,HKK11,,,,,,,,,
2023,HKG60,,,,,,,,,
2023,HKK12,,,,,,,,,
2023,HKG41,,,,,,,,,
2023,HKK41,,,,,,,,,
2023,HKJ38,,,,,,,,,
2023,HKL21,,,,,,,,,
2023,HKJ52,,,,,,,,,
2023,HKL50,,,,,,,,,
2023,HKG90,,,,,,,,,
2023,HKG98,,,,,,,,,
2023,HKJ75,,,,,,,,,
2023,HKG76,,,,,,,,,
2023,HKH23,,,,,,,,,
2023,HKL10,,,,,,,,,
2023,HKH30,,,,,,,,,
2023,HKK04,,,,,,,,,
2023,HKG49,,,,,,,,,
2023,HKK34,,,,,,,,,
2023,HKH53,,,,,,,,,
2023,HKG44,,,,,,,,,
2023,HKK23,,,,,,,,,
2023,HKH59,,,,,,,,,
2023,HKK24,,,,,,,,,
2023,HKH63,,,,,,,,,
2023,HKL29,,,,,,,,,
2023,HKL03,,,,,,,,,
2023,HKH99,,,,,,,,,
2023,HKJ17,,,,,,,,,
2023,HKK68,,,,,,,,,
2023,HKJ31,,,,,,,,,
2023,HKL30,,,,,,,,,
2023,HKG45,,,,,,,,,
2023,HKK85,,,,,,,,,
2023,HKJ54,,,,,,,,,
2023,HKK90,,,,,,,,,
2023,HKG88,,,,,,,,,
2023,HKJ66,,,,,,,,,
2023,HKG57,,,,,,,,,
2023,HKH90,,,,,,,,,
2023,HKH42,,,,,,,,,
2023,HKL11,,,,,,,,,
2023,HKH44,,,,,,,,,
2023,HKK13,,,,,,,,,
2023,HKH54,,,,,,,,,
2023,HKK19,,,,,,,,,
2023,HKH60,,,,,,,,,
2023,HKK25,,,,,,,,,
2023,HKL33,,,,,,,,,
2023,HKG50,,,,,,,,,
2023,HKK30,,,,,,,,,
2023,HKG43,,,,,,,,,
2023,HKK33,,,,,,,,,
2023,HTF60,,,,,,,,,
2023,HKH76,,,,,,,,,
2023,HKH92,,,,,,,,,
2023,HKK54,,,,,,,,,
2023,HKH93,,,,,,,,,
2023,HKL05,,,,,,,,,
2023,HKJ39,,,,,,,,,
2023,HKK86,,,,,,,,,
2023,HKJ56,,,,,,,,,
2023,HKK91,,,,,,,,,
2023,HKG87,,,,,,,,,
2023,HKL08,,,,,,,,,
2023,HKG94,,,,,,,,,
2023,HKJ71,,,,,,,,,
2023,HKH00,,,,,,,,,
2023,HKJ76,,,,,,,,,
2023,HKH14,,,,,,,,,
2023,HKJ84,,,,,,,,,
2023,HKG53,,,,,,,,,
2023,HKK05,,,,,,,,,
2023,HKH33,,,,,,,,,
2023,HKL48,,,,,,,,,
2023,HKG51,,,,,,,,,
2023,HKH64,,,,,,,,,
2023,HKL40,,,,,,,,,
2023,HKG47,,,,,,,,,
2023,HKK36,,,,,,,,,
2023,HKL02,,,,,,,,,
2023,HKH97,,,,,,,,,
2023,HKL49,,,,,,,,,
2023,HKG54,,,,,,,,,
2023,HKK55,,,,,,,,,
2023,HKJ18,,,,,,,,,
2023,HKK69,,,,,,,,,
2023,HKJ57,,,,,,,,,
2023,HKK92,,,,,,,,,
2023,HKG73,,,,,,,,,
2023,HKG74,,,,,,,,,
2023,HKJ58,,,,,,,,,
2023,HKG52,,,,,,,,,
2023,HKK87,,,,,,,,,
2023,HKH13,,,,,,,,,
2023,HKG48,,,,,,,,,
2023,HKJ83,,,,,,,,,
2023,HKH34,,,,,,,,,
2023,HKK06,,,,,,,,,
2023,HKH69,,,,,,,,,
2023,HKL41,,,,,,,,,
2023,HKH95,,,,,,,,,
2023,HKK56,,,,,,,,,
2023,HTF57,,,,,,,,,
2023,HKJ01,,,,,,,,,
2023,HKK59,,,,,,,,,
2023,HKG56,,,,,,,,,
2023,HKK60,,,,,,,,,
2023,HKJ06,,,,,,,,,
2023,HKJ20,,,,,,,,,
2023,HKK70,,,,,,,,,
2023,HKJ40,,,,,,,,,
2023,HKL32,,,,,,,,,
2023,HKL07,,,,,,,,,
2023,HKJ50,,,,,,,,,
2023,HKL22,,,,,,,,,
2023,HKG61,,,,,,,,,
2023,HKH35,,,,,,,,,
2023,HKL60,,,,,,,,,
2023,HKK99,,,,,,,,,
2023,HKH62,,,,,,,,,
2023,HKL14,,,,,,,,,
2023,HKH71,,,,,,,,,
2023,HKG55,,,,,,,,,
2023,HKG63,,,,,,,,,
2023,HKJ19,,,,,,,,,
2023,HKJ41,,,,,,,,,
2023,HKJ43,,,,,,,,,
2023,HKG59,,,,,,,,,
2023,HKG75,,,,,,,,,
2023,HKG46,,,,,,,,,
2023,HKG58,,,,,,,,,
2023,HKK94,,,,,,,,,
2023,HKG62,,,,,,,,,
2023,HKH65,,,,,,,,,
2023,HKG64,,,,,,,,,
2023,HKJ03,,,,,,,,,
2023,HKL18,,,,,,,,,
2023,HKJ21,,,,,,,,,
2023,HKJ42,,,,,,,,,
2023,HKJ44,,,,,,,,,
2023,HKG72,,,,,,,,,
2023,HKG96,,,,,,,,,
2023,HKG95,,,,,,,,,
2023,HKK96,,,,,,,,,
2023,HKH70,,,,,,,,,
2023,HKH96,,,,,,,,,
2023,HKL17,,,,,,,,,
2023,HKH94,,,,,,,,,
2023,HKJ04,,,,,,,,,
2023,HKL34,,,,,,,,,
2023,HKG66,,,,,,,,,
2023,HKJ05,,,,,,,,,
2023,HKG68,,,,,,,,,
2023,HKJ22,,,,,,,,,
2023,HKG67,,,,,,,,,
2023,HKJ45,,,,,,,,,
2023,HKG77,,,,,,,,,
2023,HKG78,,,,,,,,,
2023,HKG69,,,,,,,,,
2023,HKH72,,,,,,,,,
2023,HKL15,,,,,,,,,
2023,HKG71,,,,,,,,,
2023,HKJ08,,,,,,,,,
2023,HKL04,,,,,,,,,
2023,HKJ23,,,,,,,,,
2023,HKJ46,,,,,,,,,
2023,HKK93,,,,,,,,,
2023,HKG65,,,,,,,,,
2023,HKH73,,,,,,,,,
2023,HKJ48,,,,,,,,,
2023,HTF59,,,,,,,,,
2023,HKJ07,,,,,,,,,
2023,HKL19,,,,,,,,,
2023,HKJ09,,,,,,,,,
2023,HTF58,,,,,,,,,
2023,HKJ24,,,,,,,,,
2023,HKJ25,,,,,,,,,
2023,HKJ47,,,,,,,,,
2023,HKG70,,,,,,,,,
2022,HCT05,,,,,,,,,
2022,HCX22,,,,,,,,,
2022,HCT80,,,,,,,,,
2022,HCW83,,,,,,,,,
2022,HCV09,,,,,,,,,
2022,HCW68,,,,,,,,,
2022,HCV46,,,,,,,,,
2022,HCW69,,,,,,,,,
2022,HCT32,,,,,,,,,
2022,HCW70,,,,,,,,,
2022,HCW57,,,,,,,,,
2022,HCW94,,,,,,,,,
2022,HCX94,,,,,,,,,
2022,HCT55,,,,,,,,,
2022,HCV00,,,,,,,,,
2022,HCT27,,,,,,,,,
2022,HCW71,,,,,,,,,
2022,HCT68,,,,,,,,,
2022,HCW72,,,,,,,,,
2022,HCT16,,,,,,,,,
2022,HCW73,,,,,,,,,
2022,HCY66,,,,,,,,,
2022,HCV25,,,,,,,,,
2022,HCW74,,,,,,,,,
2022,HCV44,,,,,,,,,
2022,HCW75,,,,,,,,,
2022,HCV40,,,,,,,,,
2022,HCW76,,,,,,,,,
2022,HCV41,,,,,,,,,
2022,HCW85,,,,,,,,,
2022,HCV01,,,,,,,,,
2022,HCW77,,,,,,,,,
2022,HCV27,,,,,,,,,
2022,HCY24,,,,,,,,,
2022,HCW78,,,,,,,,,
2022,HCT61,,,,,,,,,
2022,HCW79,,,,,,,,,
2022,HCV05,,,,,,,,,
2022,HCY10,,,,,,,,,
2022,HCW84,,,,,,,,,
2022,HCV23,,,,,,,,,
2022,HCY60,,,,,,,,,
2022,HCW80,,,,,,,,,
2022,HCT41,,,,,,,,,
2022,HCW81,,,,,,,,,
2022,HCV97,,,,,,,,,
2022,HCX93,,,,,,,,,
2022,HCV58,,,,,,,,,
2022,HCY26,,,,,,,,,
2022,HCW82,,,,,,,,,
2022,HCV03,,,,,,,,,
2022,HCT50,,,,,,,,,
2022,HCY25,,,,,,,,,
2022,HCW66,,,,,,,,,
2022,HCT36,,,,,,,,,
2022,HCW86,,,,,,,,,
2022,HCV67,,,,,,,,,
2022,HCX90,,,,,,,,,
2022,HCT48,,,,,,,,,
2022,HCV02,,,,,,,,,
2022,HCW98,,,,,,,,,
2022,HCV73,,,,,,,,,
2022,HCX83,,,,,,,,,
2022,HCV63,,,,,,,,,
2022,HCW59,,,,,,,,,
2022,HCW63,,,,,,,,,
2022,HCT21,,,,,,,,,
2022,HCW87,,,,,,,,,
2022,HCW51,,,,,,,,,
2022,HCY20,,,,,,,,,
2022,HCY58,,,,,,,,,
2022,HCT56,,,,,,,,,
2022,HCV45,,,,,,,,,
2022,HCX87,,,,,,,,,
2022,HCX97,,,,,,,,,
2022,HCW49,,,,,,,,,
2022,HCV66,,,,,,,,,
2022,HCX27,,,,,,,,,
2022,HCV42,,,,,,,,,
2022,HCV28,,,,,,,,,
2022,HCY50,,,,,,,,,
2022,HCX73,,,,,,,,,
2022,HCV26,,,,,,,,,
2022,HCY59,,,,,,,,,
2022,HCW88,,,,,,,,,
2022,HCV06,,,,,,,,,
2022,HCW89,,,,,,,,,
2022,HCV07,,,,,,,,,
2022,HCX92,,,,,,,,,
2022,HCW40,,,,,,,,,
2022,HCV24,,,,,,,,,
2022,HCV61,,,,,,,,,
2022,HCX67,,,,,,,,,
2022,HCW46,,,,,,,,,
2022,HCX76,,,,,,,,,
2022,HCV57,,,,,,,,,
2022,HCV13,,,,,,,,,
2022,HCW97,,,,,,,,,
2022,HCW38,,,,,,,,,
2022,HCW92,,,,,,,,,
2022,HCV55,,,,,,,,,
2022,HCT49,,,,,,,,,
2022,HCW64,,,,,,,,,
2022,HCT81,,,,,,,,,
2022,HCW93,,,,,,,,,
2022,HCT63,,,,,,,,,
2022,HCY16,,,,,,,,,
2022,HJP28,,,,,,,,,
2022,HCT79,,,,,,,,,
2022,HCW37,,,,,,,,,
2022,HCY51,,,,,,,,,
2022,HCX86,,,,,,,,,
2022,HCT72,,,,,,,,,
2022,HCW67,,,,,,,,,
2022,HCT86,,,,,,,,,
2022,HCW99,,,,,,,,,
2022,HCT54,,,,,,,,,
2022,HCT40,,,,,,,,,
2022,HCW95,,,,,,,,,
2022,HCW56,,,,,,,,,
2022,HCX03,,,,,,,,,
2022,HCW34,,,,,,,,,
2022,HCY52,,,,,,,,,
2022,HCW96,,,,,,,,,
2022,HCT77,,,,,,,,,
2022,HCY27,,,,,,,,,
2022,HCT67,,,,,,,,,
2022,HCX91,,,,,,,,,
2022,HCY01,,,,,,,,,
2022,HCV32,,,,,,,,,
2022,HCX04,,,,,,,,,
2022,HCY64,,,,,,,,,
2022,HCT70,,,,,,,,,
2022,HCW91,,,,,,,,,
2022,HCW53,,,,,,,,,
2022,HCX07,,,,,,,,,
2022,HCV08,,,,,,,,,
2022,HCY43,,,,,,,,,
2022,HCT42,,,,,,,,,
2022,HCW90,,,,,,,,,
2022,HCT18,,,,,,,,,
2022,HCX56,,,,,,,,,
2022,HCT06,,,,,,,,,
2022,HCX38,,,,,,,,,
2022,HCY30,,,,,,,,,
2022,HCV15,,,,,,,,,
2022,HCY45,,,,,,,,,
2022,HCV47,,,,,,,,,
2022,HCV93,,,,,,,,,
2022,HCY61,,,,,,,,,
2022,HCT89,,,,,,,,,
2022,HCX00,,,,,,,,,
2022,HCT04,,,,,,,,,
2022,HCW60,,,,,,,,,
2022,HCV10,,,,,,,,,
2022,HCY28,,,,,,,,,
2022,HCV53,,,,,,,,,
2022,HCY08,,,,,,,,,
2022,HCV51,,,,,,,,,
2022,HCX84,,,,,,,,,
2022,HCT31,,,,,,,,,
2022,HCX01,,,,,,,,,
2022,HCT92,,,,,,,,,
2022,HCX66,,,,,,,,,
2022,HCT08,,,,,,,,,
2022,HCT95,,,,,,,,,
2022,HCY42,,,,,,,,,
2022,HCT53,,,,,,,,,
2022,HCX59,,,,,,,,,
2022,HCV36,,,,,,,,,
2022,HCT59,,,,,,,,,
2022,HCX05,,,,,,,,,
2022,HCW58,,,,,,,,,
2022,HCX06,,,,,,,,,
2022,HCT64,,,,,,,,,
2022,HCY57,,,,,,,,,
2022,HCV22,,,,,,,,,
2022,HCT51,,,,,,,,,
2022,HCY14,,,,,,,,,
2022,HCT57,,,,,,,,,
2022,HCT58,,,,,,,,,
2022,HCV38,,,,,,,,,
2022,HCX08,,,,,,,,,
2022,HCV76,,,,,,,,,
2022,HCX24,,,,,,,,,
2022,HCV84,,,,,,,,,
2022,HCY44,,,,,,,,,
2022,HCT90,,,,,,,,,
2022,HCX19,,,,,,,,,
2022,HCT78,,,,,,,,,
2022,HCY53,,,,,,,,,
2022,HCX89,,,,,,,,,
2022,HCT38,,,,,,,,,
2022,HCX09,,,,,,,,,
2022,HCW55,,,,,,,,,
2022,HCX10,,,,,,,,,
2022,HCV69,,,,,,,,,
2022,HCT26,,,,,,,,,
2022,HCX11,,,,,,,,,
2022,HCV43,,,,,,,,,
2022,HCY32,,,,,,,,,
2022,HCX12,,,,,,,,,
2022,HCW39,,,,,,,,,
2022,HCY11,,,,,,,,,
2022,HCT93,,,,,,,,,
2022,HCX13,,,,,,,,,
2022,HJP31,,,,,,,,,
2022,HCV74,,,,,,,,,
2022,HCX45,,,,,,,,,
2022,HCW33,,,,,,,,,
2022,HCY31,,,,,,,,,
2022,HCX14,,,,,,,,,
2022,HCT23,,,,,,,,,
2022,HCX15,,,,,,,,,
2022,HCV19,,,,,,,,,
2022,HCX23,,,,,,,,,
2022,HCY56,,,,,,,,,
2022,HCV14,,,,,,,,,
2022,HCY29,,,,,,,,,
2022,HCX75,,,,,,,,,
2022,HCY05,,,,,,,,,
2022,HCV33,,,,,,,,,
